ID,iq,wm
8438,110,10
8217,109,11
6695,118,8
3514,91,9
5956,106,10
7053,113,10
9756,85,9
986,100,10
880,98,10
3115,85,9
159,100,10
6743,95,10
6424,107,11
1401,95,8
5804,83,10
7110,102,9
9518,100,8
5660,103,9
5614,113,11
9836,113,10
4841,102,10
7269,88,9
2519,92,10
4437,76,11
3883,100,10
963,90,9
610,102,9
1611,118,8
692,92,10
5279,104,9
7799,87,9
40,106,11
3147,106,11
4544,89,10
5829,102,10
9156,92,9
5574,100,8
8682,109,11
9910,82,10
9026,93,9
5510,88,8
1798,106,10
276,97,10
6800,100,10
6409,103,9
9013,87,9
9217,90,9
9934,96,9
7631,109,10
5395,108,9
5186,90,10
4188,96,10
6077,94,11
9622,93,10
7818,98,9
211,89,9
3875,94,10
7650,104,10
3227,105,10
4315,71,9
476,97,10
7701,112,10
20,86,10
7258,108,10
929,90,9
7720,87,8
8535,74,9
9311,98,10
102,118,11
9691,98,9
6502,93,9
7878,100,10
9032,92,11
1821,108,10
9157,104,10
8102,88,9
3725,102,9
2478,88,10
8171,93,10
8294,98,11
5819,94,10
8391,96,10
4592,106,9
6694,97,9
1041,95,11
8644,111,9
5484,114,10
3583,87,8
1125,98,9
9380,98,9
9423,112,11
1026,91,10
7052,113,8
8993,94,9
608,107,9
1671,115,9
1241,116,10
3945,95,10
7840,107,10
1089,90,8
1530,101,10
8650,105,10
7801,120,9
6246,105,10
3789,97,10
5995,109,10
5740,108,11
9888,85,10
5985,98,11
3047,81,9
9579,108,8
6188,76,10
7590,103,9
6404,101,8
9489,95,10
2441,111,11
4561,96,10
6161,105,9
8285,89,9
6385,89,10
9918,101,10
6595,110,11
4751,96,10
3245,110,9
8063,96,8
7571,88,9
5960,112,10
7924,117,9
1054,112,9
7111,122,10
2628,84,9
6900,101,9
8824,104,8
6368,90,9
6789,89,9
1045,97,9
5557,100,8
9428,100,9
887,84,11
2919,112,10
4913,81,9
8028,94,9
9991,107,9
9051,114,9
676,106,9
4606,112,8
2016,94,10
6624,94,9
4762,91,9
2442,109,10
4401,120,10
6919,88,8
1893,112,10
6781,100,9
6398,83,11
2325,112,9
6106,98,11
1956,90,11
7787,106,9
4500,108,10
9655,112,7
2244,97,9
4095,105,8
9588,107,11
6340,98,8
9850,101,11
2887,108,10
7872,99,10
7992,88,8
7852,90,9
8918,98,9
2123,85,10
1919,106,11
3364,96,9
5578,93,9
6836,118,11
7121,87,7
2551,94,10
514,102,10
4521,103,9
2086,99,11
9533,91,10
9876,109,10
4523,88,10
9077,102,10
7317,107,7
4102,92,10
8461,99,9
7307,97,11
7637,98,9
2103,108,10
1230,94,12
151,105,10
9101,110,10
6149,89,9
232,111,10
1086,87,9
4504,80,9
7389,125,8
888,109,10
186,78,7
1182,114,10
1550,114,11
4190,103,9
5910,106,10
1318,92,11
5051,74,9
1183,117,10
6076,88,9
3406,107,9
3326,99,10
6845,81,9
5327,95,10
2942,99,8
3887,112,9
7580,77,9
1491,114,6
8185,90,9
4643,108,9
5715,94,9
6989,90,9
3333,99,12
9886,68,10
378,91,8
4764,87,8
5233,84,9
3798,113,11
4513,84,9
7043,84,9
6093,94,10
5906,114,9
6410,78,9
981,109,10
2153,70,11
6135,94,10
7546,89,8
4715,97,10
5229,111,9
4670,88,9
5337,95,10
9929,94,10
3434,95,10
3498,91,9
5119,104,10
9693,110,10
4316,109,8
5738,109,10
6563,106,8
3851,90,9
9391,94,8
3963,121,9
3065,95,10
8196,89,11
3979,100,8
6219,86,10
6096,97,10
1531,97,10
1162,97,9
8006,112,10
6413,90,11
8931,118,9
786,81,9
7310,102,9
3380,92,8
854,90,10
2162,102,9
5258,100,10
8398,97,10
4015,88,10
2345,121,9
2115,94,9
1,100,9
6205,100,9
3005,107,8
900,99,9
1463,95,8
7527,114,10
5706,85,9
6296,110,10
529,96,9
7617,102,8
8427,127,10
7083,100,10
6888,95,9
1708,99,10
789,100,10
8794,96,8
1243,104,9
587,123,10
3383,114,10
7987,98,8
6590,100,8
5180,111,9
3313,96,9
4515,84,9
5990,91,10
2158,100,12
6733,90,10
3230,97,11
7350,99,8
4667,111,10
1219,107,9
7361,96,10
3007,127,7
4310,92,11
1057,94,9
1395,118,9
6158,89,9
7186,96,8
5528,97,9
5379,99,10
4177,116,9
4839,89,10
3121,98,10
2711,107,12
3807,96,10
3811,95,11
5261,78,11
8747,98,8
8252,105,10
8720,118,7
7098,94,10
4417,95,9
3730,117,9
2116,104,10
6130,97,10
7184,96,10
5886,99,8
4557,96,12
3722,76,8
7756,103,10
4885,77,8
2068,96,9
175,101,10
2544,106,11
1902,99,7
6818,100,8
2727,113,9
604,108,9
2074,94,9
6428,82,10
4128,76,10
7744,118,8
797,98,9
3919,112,10
4929,95,10
5982,106,11
1924,87,8
9758,81,11
8130,94,10
1005,123,9
8136,101,9
2783,93,9
3830,95,10
8855,87,11
6847,102,10
1358,104,11
2613,94,11
7779,96,9
8223,93,7
3980,101,11
4479,97,9
8830,100,9
3632,87,9
8797,110,10
7375,102,9
1118,76,9
8924,112,8
1940,107,9
173,88,10
5761,107,10
8062,94,10
3853,106,10
5112,93,8
885,99,10
7539,122,10
571,100,9
7157,94,9
2938,100,9
5198,78,9
4065,97,10
7011,92,10
1820,99,9
4813,101,9
8671,113,12
6211,99,12
8061,100,11
9067,94,11
3918,93,10
8329,95,8
1242,102,7
3069,98,9
5859,112,10
4767,94,10
5157,116,10
6637,109,9
5590,111,11
6669,102,9
5857,77,9
6958,97,11
6662,104,9
693,87,9
1579,101,9
8910,99,10
1274,107,10
7577,97,10
3367,105,9
7373,101,10
1899,112,10
1749,103,10
3374,93,9
9553,97,9
3634,77,10
6163,102,7
722,109,10
2283,91,9
5270,105,9
1471,112,10
3814,109,8
7133,96,7
8750,104,7
6053,104,10
8479,110,9
1647,76,9
852,107,9
4963,97,11
5497,117,10
949,116,9
3387,102,10
6006,96,10
9985,86,10
4073,91,8
4378,96,9
5770,109,9
9809,95,10
564,99,10
4370,108,9
5860,107,10
1586,106,11
9875,89,10
6465,103,10
3565,100,10
3826,97,9
9740,103,9
8618,106,10
9664,107,10
750,94,10
9677,81,11
4269,106,10
8599,95,9
8441,94,10
8039,114,12
5015,101,8
7773,110,10
8566,108,9
7804,97,9
7810,95,8
7893,113,8
6555,92,9
7674,87,9
1147,96,11
6576,96,9
4640,93,9
4598,94,10
7648,113,8
5138,83,9
5034,90,9
7866,125,8
8348,93,10
6964,93,11
9610,89,9
5822,102,10
7758,86,9
7004,113,8
302,93,11
641,99,10
4834,83,9
9737,105,9
6566,90,10
3329,106,10
975,90,10
7345,116,10
8559,125,11
6557,98,10
6060,103,9
9084,110,9
6930,96,11
9917,92,11
8548,99,9
4011,96,12
9775,100,10
6785,73,10
4211,110,10
8696,87,10
3877,90,9
2667,88,9
9590,93,9
7293,89,9
3609,96,8
6469,95,10
3958,92,10
3077,123,11
6047,113,10
3502,96,10
9024,106,11
9617,106,7
3985,106,8
78,98,9
4574,92,9
3592,102,11
3423,97,9
924,108,10
3274,101,10
8335,105,7
3054,91,8
9558,108,10
2951,94,10
5890,80,9
5086,77,10
6650,91,10
9966,108,11
2023,104,11
1035,93,9
2527,91,10
8570,98,9
1390,90,8
8078,94,9
524,102,10
5342,95,11
9796,87,8
5477,94,11
1030,99,11
9687,101,7
8978,91,8
801,111,7
9811,91,10
9822,109,10
6150,99,8
7891,96,10
7791,103,8
1153,103,11
5865,102,11
4306,97,9
9009,102,9
4352,108,9
4967,97,10
9208,111,11
566,94,11
7415,106,9
5627,112,10
4107,93,10
6369,99,10
666,111,9
1639,114,11
8739,85,7
1494,98,8
7729,126,10
5246,94,9
4499,106,9
862,111,10
4088,100,8
9598,111,9
594,100,10
4617,106,11
303,104,10
6501,75,10
3745,102,9
4805,100,10
1839,88,11
7781,87,9
6602,102,10
6670,110,8
3515,112,10
8745,116,9
9944,106,11
7508,86,7
3436,85,10
8384,81,10
1001,97,10
8861,99,10
3393,104,9
5832,125,7
765,114,10
8435,109,8
1989,106,9
7288,73,10
6083,89,8
2192,93,10
2810,96,10
753,98,10
2787,91,7
1357,103,9
351,103,10
7843,97,10
4798,105,10
3086,93,10
816,91,8
4548,92,10
7665,109,9
1673,88,9
2708,109,9
8002,84,9
1236,89,9
64,83,10
3653,104,10
8563,68,9
3780,102,9
2957,105,12
5016,88,9
4815,99,12
7767,96,9
7855,92,10
5923,91,10
2569,88,9
75,124,9
322,99,9
74,99,9
2585,106,11
1134,101,9
5558,103,6
6365,87,9
7971,99,9
5332,91,11
531,93,10
5429,103,9
8809,103,8
5909,79,8
5736,98,8
8583,106,9
9443,106,9
4924,104,10
7570,108,6
2300,87,10
4772,99,11
2323,105,10
2658,85,10
148,110,9
6865,111,9
4922,110,10
8631,93,9
6054,101,10
6002,102,9
7281,91,8
5582,98,12
9897,111,11
6257,89,10
5749,84,8
4729,109,9
5488,115,9
5280,88,9
4265,112,11
4774,98,10
7516,93,11
5693,96,9
1465,101,9
4033,95,9
3542,118,9
6755,90,10
3799,101,10
6777,98,10
6658,97,11
6113,88,10
7944,93,9
5096,96,9
6049,88,9
9973,87,9
9446,104,11
6832,101,9
4143,117,8
4387,102,10
3286,90,10
7599,93,10
751,87,9
6451,98,10
8556,101,11
3906,116,9
4134,92,10
91,101,9
5725,105,10
1355,95,9
5323,98,9
7147,81,9
8110,79,9
4910,100,10
174,91,10
3357,94,9
1023,106,9
8761,100,8
9955,82,9
1458,96,8
8943,99,10
1979,116,10
294,112,8
3937,96,8
2837,107,9
1920,102,9
9068,93,12
7447,83,10
7413,100,11
3941,102,10
460,102,10
8653,109,10
8972,109,11
5353,98,8
2027,117,9
9726,92,10
1308,102,10
4304,108,9
5548,103,9
546,95,10
3342,94,10
846,102,8
7026,100,10
5894,102,8
951,110,10
8859,80,8
1992,99,7
3456,88,10
9570,96,10
2468,105,10
4912,108,10
9053,78,9
6245,104,12
428,96,11
6775,105,10
3015,86,10
1988,106,8
5675,104,9
8189,113,11
6886,103,9
7143,96,10
5799,109,11
240,96,8
2030,100,9
1831,98,12
2637,103,11
5839,83,9
9534,101,10
1727,97,10
8095,91,10
5972,96,9
5608,100,10
342,105,9
8863,95,9
226,93,8
8238,102,9
794,112,8
8831,98,9
2005,106,10
865,98,9
3306,101,9
4629,100,11
1927,98,10
8898,96,11
7499,115,9
2832,90,9
3554,97,9
1019,79,10
8431,106,7
4943,112,8
1262,90,9
4034,86,13
1264,83,11
8066,106,8
4835,109,9
3584,98,10
4649,87,8
6805,106,11
4712,105,11
5905,100,9
4537,92,9
2344,95,9
809,100,10
973,116,9
4697,91,7
1737,104,10
3012,91,10
2702,93,12
4167,90,9
3913,98,10
7625,112,9
4282,86,9
6946,96,12
6514,94,10
563,104,10
1306,88,11
418,87,12
4368,107,10
405,98,9
3633,80,9
3137,95,12
6324,108,10
4946,100,10
4625,112,9
5965,99,12
3680,82,10
7153,85,8
4945,87,8
125,88,12
1446,92,7
4791,100,10
4247,112,9
113,106,9
9795,98,10
8247,110,10
8087,89,9
8498,101,10
6061,92,9
8181,87,10
3926,84,10
5933,89,10
2270,96,11
9550,116,9
1865,100,9
427,111,9
3428,98,10
4003,93,10
5712,94,9
3860,103,8
5480,92,10
7792,112,10
1354,114,8
965,91,10
1438,105,9
9213,113,10
79,99,8
3784,104,9
5698,89,10
4903,99,9
8951,112,9
596,97,8
6458,106,10
8512,122,10
4239,107,8
4507,110,9
3460,92,8
1383,108,12
8385,94,9
5113,101,11
8956,108,9
7715,95,10
4777,95,12
2311,108,8
1403,90,10
5757,105,9
9659,102,8
714,104,10
1913,107,11
1519,101,10
7903,102,9
8101,103,8
5430,105,9
5767,102,7
6939,101,10
199,101,8
8089,102,9
2550,101,10
4503,105,9
3091,106,8
8262,96,11
6549,107,8
7394,99,10
7207,97,10
8314,87,10
9877,91,8
6512,108,8
4445,83,10
6229,90,9
281,108,9
4333,107,9
1535,112,10
5170,93,10
8470,94,10
1103,112,9
7159,98,8
3928,94,8
9117,88,8
4585,118,9
1911,125,10
6095,81,9
3682,107,9
9592,96,9
6072,100,10
274,82,10
7369,98,7
3559,94,10
5470,93,9
7272,94,9
5304,94,10
7544,103,9
5636,105,7
6155,96,8
2067,108,9
3716,100,9
7776,110,11
632,110,11
8079,107,9
9275,94,9
1254,87,10
926,103,9
7624,112,9
4968,97,10
1638,105,11
111,88,11
110,90,11
4266,88,10
8690,93,10
197,89,9
6288,87,10
2583,99,9
8846,100,9
136,112,9
8654,106,8
6153,110,9
4647,94,10
3993,97,10
1206,103,12
5805,88,10
9765,90,7
4626,109,9
3658,101,8
2482,96,10
2141,111,11
3731,87,10
1806,100,10
6904,103,9
7493,77,9
7105,121,10
3166,107,10
53,85,9
5853,107,9
7201,101,13
6841,93,11
1643,93,10
6127,109,10
1200,105,9
180,110,10
5628,98,10
9524,101,10
2654,111,10
4186,103,9
643,86,10
5023,106,8
8732,84,9
1676,103,11
7166,94,10
7371,105,8
8756,91,10
2505,105,9
4897,95,9
6616,105,11
9575,97,10
292,104,8
2473,94,7
3623,112,9
5175,109,11
1444,96,10
5912,98,8
6446,88,11
6185,108,10
1116,77,10
1837,81,10
2621,108,9
5036,108,11
3478,81,8
6423,120,9
1792,103,10
375,106,9
1528,92,9
9893,97,11
5596,77,11
5992,103,8
8604,96,8
1978,94,12
142,92,8
9460,84,10
6214,105,10
4939,82,9
5825,111,11
38,82,10
3248,102,10
2715,109,10
5974,90,10
3880,84,11
8483,102,9
399,97,10
7645,106,10
2677,81,8
6759,100,10
5661,108,11
4516,84,11
3624,87,9
1692,89,10
4656,95,10
4208,91,10
1469,107,10
6552,112,10
3231,92,9
9525,106,10
5090,98,11
6539,98,8
1921,99,8
5683,97,10
1014,98,9
6335,106,10
326,102,10
7343,90,10
5406,102,10
5455,106,10
6046,100,10
2979,97,9
1090,93,11
1883,98,10
9250,110,10
9498,89,9
2576,94,9
5065,113,9
9703,93,11
4381,110,10
6943,94,8
4843,126,10
1598,100,11
1169,92,11
3066,96,10
9878,106,8
5308,118,11
2893,100,10
4294,94,9
7113,110,9
8260,93,9
2359,98,9
6202,101,10
8071,96,9
8961,95,9
6577,108,9
5475,94,9
7636,126,9
2011,86,9
4234,88,11
9638,117,9
5335,96,9
7,109,9
8780,95,10
5115,95,10
4848,119,9
7880,103,9
5171,106,11
4230,93,9
7481,102,9
2121,85,10
7030,110,10
6685,102,9
1018,92,8
2898,93,9
828,102,9
592,83,10
5677,99,8
4951,100,9
4035,94,7
4320,88,11
5945,82,11
991,97,10
130,94,10
7500,93,10
2487,94,11
1489,90,10
2222,99,10
7867,93,10
543,115,8
9056,91,11
1362,89,9
9692,97,11
5884,114,10
7606,109,10
6661,103,9
8965,104,10
7902,92,9
2839,108,8
9989,94,9
4889,98,8
6831,99,9
8990,117,9
7790,78,8
4962,104,9
7667,90,10
4040,117,11
9291,100,11
1578,99,11
7336,95,10
4179,108,9
1736,89,9
1787,99,10
8872,94,10
2395,87,11
6543,105,10
9330,100,9
8064,100,9
834,90,10
7208,93,10
2445,85,8
6314,76,9
299,82,8
9292,108,10
8463,105,10
6068,90,9
2540,111,10
7851,99,9
2695,97,7
8334,100,9
4043,109,10
7717,81,10
9529,108,10
2995,97,9
8351,100,10
915,96,11
896,107,12
3473,100,8
7319,105,11
5950,105,9
9812,107,10
3569,99,9
5915,104,10
511,119,9
4699,99,10
6887,99,9
5324,82,9
4068,90,10
7061,87,9
4475,93,10
1867,86,10
6608,111,10
2136,92,9
5654,88,9
8429,80,9
3758,117,9
4497,130,8
5813,100,10
3501,111,8
8194,102,8
9201,98,11
2559,101,10
3665,93,10
2568,107,10
8474,95,10
7951,87,10
1738,84,10
6718,119,9
2341,93,11
8060,105,10
8812,99,8
2215,82,10
5904,95,9
422,102,9
438,98,10
6768,85,8
864,110,9
5161,86,10
1399,113,9
9096,107,10
7687,112,10
1197,88,9
1234,93,10
2982,87,8
3304,97,10
7200,111,9
383,106,11
6578,104,10
527,102,11
353,115,10
7129,106,11
7955,94,11
8476,108,10
9019,106,10
3764,106,9
6738,108,9
4455,93,13
8772,78,10
2758,111,11
8440,92,9
61,99,10
5788,107,9
6973,94,10
4782,84,9
6479,94,10
723,107,8
3495,102,9
4549,93,8
9241,89,9
644,106,9
3614,102,9
5220,112,8
8875,91,9
4906,90,12
1050,100,10
1513,119,10
218,115,9
3139,110,9
5313,94,10
29,97,9
2650,103,10
5784,96,11
9947,105,9
2967,103,9
339,93,9
990,121,10
8862,99,9
319,103,9
7581,84,9
4332,93,9
711,98,8
3041,89,9
3712,120,8
5346,95,12
3884,108,9
7504,87,9
5676,87,10
848,110,9
5662,90,9
6966,86,8
611,109,10
9680,109,9
7844,107,9
3770,87,10
2198,88,11
9046,88,10
898,90,9
670,119,9
574,106,10
1483,87,8
9325,108,9
9182,79,10
5298,104,10
6089,117,9
7160,94,11
2718,98,11
9889,105,10
7671,96,9
1059,110,10
9753,120,11
2317,103,10
7732,97,9
847,109,9
451,95,9
4361,99,7
4059,101,8
4220,95,10
4870,103,10
8816,88,9
7576,95,8
7034,96,9
193,95,10
6860,88,8
1070,97,12
1447,84,9
2770,89,9
9163,108,8
2111,100,9
9791,101,9
9486,100,10
8396,77,11
3686,113,8
748,105,10
3795,104,9
5330,98,9
2781,104,9
5057,98,10
192,84,11
5192,100,10
7656,93,10
224,92,11
1591,98,11
720,89,10
1843,120,9
2897,110,11
31,110,10
2083,87,10
8456,96,10
1689,96,9
6355,94,10
3358,112,10
1135,93,9
6169,98,10
9509,101,10
8828,109,9
306,106,9
792,89,10
3211,98,10
1753,105,11
5526,72,11
8741,117,10
2678,104,9
4570,108,10
1795,109,11
3683,95,9
2584,101,9
8242,93,9
7223,101,9
1175,86,8
2486,132,9
8683,117,10
1590,98,11
1646,97,10
9324,93,10
8201,96,11
4780,77,9
6010,107,8
1595,103,10
2850,112,8
6990,84,10
3281,95,11
1111,83,11
1688,96,8
8355,85,8
8049,98,10
100,78,10
8744,91,9
8097,84,10
5887,97,9
7673,101,9
2412,95,9
1697,90,10
9603,97,9
4498,101,10
7095,106,10
1431,126,12
3426,80,10
2272,100,11
376,89,11
6119,88,10
117,94,8
5989,117,8
271,82,9
2269,88,11
4176,83,10
6196,110,10
7588,118,10
1268,109,7
4076,106,9
7913,82,11
4713,105,10
5607,95,10
5928,102,10
7794,105,10
8521,101,9
1799,107,10
1829,100,10
1232,107,11
7134,101,9
4660,97,10
220,108,9
138,92,10
1915,95,9
9953,110,10
2164,108,8
4895,88,8
8321,90,9
6220,89,10
1411,98,9
1427,98,8
3973,101,9
689,102,8
7904,106,10
712,109,8
3691,93,9
639,97,9
7618,93,11
2888,82,9
1095,84,9
1541,120,8
4116,100,9
1198,91,9
4447,92,10
454,119,11
2048,98,11
1168,110,9
4757,87,10
4161,103,9
188,95,8
4604,87,8
3943,87,7
4871,103,12
5467,93,10
1739,97,9
6070,83,9
1561,111,12
8706,96,9
2999,99,11
9835,109,9
2240,100,10
7102,109,11
763,111,8
4530,94,9
3475,106,11
7167,108,11
9209,89,8
5643,94,11
7266,104,10
8239,103,11
8073,104,10
2726,85,8
5773,98,9
3002,85,11
1217,97,9
1350,94,9
1400,103,12
7653,91,12
9969,112,10
3378,99,8
6474,93,11
1194,104,10
8279,88,9
2122,92,9
8763,122,10
408,99,10
8245,89,10
7470,115,10
8586,97,10
3637,99,10
2778,93,10
6589,92,10
9035,102,10
3794,113,9
5378,102,8
6278,116,9
6088,101,10
1827,91,10
5872,100,9
300,99,9
9615,104,10
9166,85,11
4653,109,10
6051,116,10
9906,98,9
5167,100,10
5522,117,10
3125,111,10
4061,101,9
5225,105,9
5259,102,9
7267,99,11
9123,116,11
513,99,10
6897,103,8
3847,82,10
4005,94,8
5697,98,11
2960,91,9
3145,114,9
1812,106,8
4396,89,10
4293,91,9
9173,93,8
8734,104,10
2217,101,7
1972,92,11
971,108,10
128,95,9
9106,113,11
206,94,9
8895,89,10
2298,105,10
9012,91,9
6591,114,10
2815,104,9
6234,108,10
3499,105,10
1008,108,10
9075,76,10
955,99,10
8573,86,9
5291,93,9
1521,117,8
5810,97,10
7423,108,9
3586,87,10
1698,80,8
7543,99,9
8454,87,10
4803,85,8
9346,103,10
8505,95,10
1084,101,8
9993,94,9
7123,87,9
3185,90,7
254,112,9
2009,88,9
6684,101,9
7476,83,11
6253,115,9
3003,105,10
8251,105,10
9763,103,10
3260,113,10
959,77,9
6871,114,10
245,101,10
4391,107,8
2932,75,9
3305,104,10
3379,121,9
1064,109,9
7887,89,10
1211,95,10
940,99,8
4182,97,9
7235,97,11
5098,82,10
9977,94,11
989,99,9
6377,102,10
4237,110,11
1177,91,10
8534,106,10
4619,99,10
8589,101,11
2842,96,9
8243,99,8
717,103,9
1892,89,11
7513,93,10
7438,96,8
1587,99,9
1114,98,10
5163,103,9
9789,108,10
5373,98,11
7707,119,9
2190,87,11
2188,105,9
9299,99,10
9458,115,10
2180,122,11
3057,109,12
8698,113,10
7950,108,9
6868,88,9
7335,106,11
6139,110,8
3743,99,9
5267,120,12
8164,106,9
5913,119,11
8550,87,10
2579,96,9
6298,104,10
5591,75,7
2336,121,9
3891,94,10
6912,115,10
9547,110,10
1777,80,10
1031,119,11
8090,88,10
3229,104,11
4481,104,10
5803,105,10
5194,112,9
9015,96,10
7323,93,9
3386,104,9
4344,102,9
1208,91,10
500,101,10
8070,103,9
8506,113,10
2721,89,10
2907,107,9
23,96,10
7424,83,10
47,98,11
8170,110,9
2918,101,9
3463,88,10
3643,113,9
5938,106,9
6519,90,9
5228,78,11
1555,93,8
1284,84,10
4900,100,11
9305,101,9
3718,89,9
4423,119,10
8408,95,10
3217,104,9
270,118,11
5930,98,10
5272,94,9
9936,94,8
9848,102,9
1873,106,7
6238,104,9
3362,103,12
6749,101,9
3092,103,10
9345,94,10
2278,105,10
7877,87,10
3269,86,9
1693,85,10
6354,86,10
6050,84,8
4748,92,10
7816,115,8
6242,101,11
4115,101,10
2118,103,8
8264,94,9
8806,110,9
8423,106,8
8973,84,7
9912,93,10
7661,83,10
8112,101,9
9145,88,10
4276,96,10
5688,103,9
7850,92,9
3782,97,9
9673,120,10
4964,105,11
25,102,11
589,94,8
1252,100,10
3467,93,9
5546,92,10
419,99,8
8147,100,10
6361,106,9
6103,101,9
4103,121,9
2131,115,9
3359,107,9
8632,109,10
4272,79,10
3605,90,10
4522,91,10
4768,86,10
3199,97,9
7860,100,7
1780,94,11
8254,98,11
340,87,10
3454,100,8
5517,100,10
8322,87,10
8807,94,11
3618,116,9
1762,110,10
5223,125,11
1435,104,10
2125,101,12
9614,78,9
8105,89,11
4926,95,8
7150,87,7
7158,89,9
8659,107,8
51,90,9
1416,88,11
5856,99,11
6138,105,10
814,82,10
2901,100,9
9146,104,9
9821,93,9
4580,100,11
4761,70,9
8742,95,9
9360,100,10
9455,111,10
4752,108,9
2053,111,10
7487,102,9
227,98,10
9658,111,12
8841,95,8
5494,100,10
8013,92,10
9445,116,11
8949,103,10
9710,104,9
495,88,11
3911,89,9
2558,96,9
3967,102,9
4591,107,9
6036,94,8
5206,103,8
7600,97,10
2146,104,10
3149,99,9
5851,113,10
4359,112,11
2092,106,8
9364,116,11
3753,104,8
6520,90,10
9994,102,8
8336,82,10
8302,115,8
3043,93,11
301,116,10
4614,80,10
3844,113,9
9815,111,11
66,114,11
8974,91,9
2733,107,10
661,99,10
8393,90,9
636,100,10
2050,98,8
7436,88,9
7425,111,10
7435,95,10
8811,82,9
5593,104,10
2287,93,10
5289,100,10
6655,111,10
4954,102,9
8843,89,9
6827,93,10
6017,90,10
5174,92,9
5390,97,10
7921,102,10
3619,81,10
575,91,9
1221,111,9
4965,96,9
1143,111,7
9457,101,10
5612,96,9
2062,89,9
1826,104,9
9461,96,10
4520,111,8
3448,106,8
3067,86,10
6719,99,8
3776,100,9
6256,92,11
2638,121,10
2007,77,8
1448,103,10
8426,96,10
1176,98,9
655,94,10
9057,77,10
820,102,10
4349,98,10
8686,84,10
9065,90,11
9223,81,9
8775,107,9
1170,113,12
2010,84,9
3404,112,9
2176,103,10
9155,104,9
4700,89,9
1212,97,10
5537,99,10
9512,91,9
679,84,9
366,94,11
1596,95,10
5469,88,10
7497,102,11
5567,95,9
6261,100,10
8992,112,10
5382,103,9
2592,102,10
5741,90,12
7948,95,8
4174,93,10
2693,104,10
5780,99,9
1751,107,11
6172,95,9
116,105,10
4491,88,8
9581,89,9
2133,106,9
2570,104,9
1079,104,9
3589,103,8
2627,111,7
8900,78,11
497,108,10
9884,77,9
7431,95,11
7483,100,9
6435,97,10
5619,100,9
6664,111,10
7198,108,9
5204,108,10
5966,107,10
5684,105,9
120,103,10
8176,101,10
9038,101,10
5978,98,10
6079,114,12
3192,95,10
2697,106,10
1223,92,9
650,99,8
6475,94,8
4923,107,8
4184,121,8
9988,96,9
9861,114,9
345,91,10
7190,94,9
9230,93,11
7027,95,12
623,97,10
3318,106,10
9652,97,11
5140,107,9
4366,99,10
3255,74,10
3675,105,8
3001,106,8
4058,83,10
9023,104,9
3055,98,8
8293,88,11
2833,91,9
8571,110,11
7202,91,9
2997,96,10
5338,114,8
8838,95,7
9551,88,9
6121,100,10
3322,98,9
1745,99,10
7842,96,11
5988,92,10
2513,117,10
1237,90,9
3427,92,9
9744,101,10
3308,94,10
4488,80,8
5573,93,8
3885,95,9
477,100,8
5425,96,7
7434,103,8
1424,107,9
8771,108,9
3303,93,10
7182,98,9
5224,97,9
8083,109,9
5479,67,9
9097,108,11
7845,121,10
6814,82,11
5441,106,10
3195,105,10
7084,104,8
9136,100,10
9405,108,11
9957,100,9
5609,98,11
4160,110,9
4594,90,9
943,96,10
191,101,11
2924,116,9
4708,121,7
8447,110,10
5301,100,8
2794,106,10
8021,111,12
585,92,10
4573,95,9
6063,107,8
6490,100,10
3547,106,10
9062,101,10
3316,98,10
2423,97,11
5222,105,9
4471,90,8
3325,83,9
7376,95,8
9894,109,12
8231,104,9
5718,112,8
8156,117,10
6553,100,10
7786,93,12
547,105,8
5166,88,8
8301,83,9
2872,101,10
8123,111,10
4205,85,9
9599,102,9
2174,121,10
2203,95,10
4855,104,10
4704,96,9
8915,97,10
5117,100,8
6131,105,8
9502,96,9
3399,105,10
8953,104,9
3733,100,10
9016,92,8
8627,88,9
1769,99,10
5898,96,9
5011,108,9
1614,108,8
2145,102,9
2600,93,8
6228,90,9
8962,95,9
8688,105,10
8636,119,10
129,91,10
6421,94,9
4718,109,10
1635,94,10
1370,95,11
4329,107,9
8738,98,11
8432,107,10
5750,118,9
9231,79,11
3629,100,11
8593,94,7
7468,109,12
5187,89,10
4183,100,8
6328,109,10
5031,93,11
9958,95,8
7694,101,10
3106,102,8
3266,88,12
4993,87,10
90,81,10
7642,91,9
6736,107,9
5459,116,9
5264,97,10
6136,88,11
1300,92,11
3741,98,9
2614,90,10
2346,91,9
1098,91,9
8422,104,10
3049,114,10
3671,105,9
1931,94,11
2191,85,9
8585,86,12
2666,78,9
9961,106,9
2114,94,9
4078,85,8
2075,87,9
579,84,10
5093,89,9
3642,110,9
2532,101,11
7197,82,9
5821,101,10
3253,108,10
4414,104,9
1778,90,9
3601,97,9
4345,109,9
8970,93,11
2696,87,11
3271,108,10
6735,108,10
9657,110,8
1680,97,9
221,93,10
7039,101,10
411,86,11
4701,94,10
6962,107,11
1533,100,9
2916,109,10
8813,85,7
823,103,9
2754,92,9
5916,127,9
3256,111,8
6852,100,11
106,85,10
7408,101,9
439,103,10
7326,113,9
1478,122,10
5490,104,8
8019,90,10
6730,91,9
3301,70,9
4042,90,9
7215,97,9
6763,109,9
9762,99,11
6506,109,10
3997,101,9
5846,96,9
161,87,10
9562,109,11
2829,98,8
2860,107,10
4672,118,10
7745,114,10
8397,91,7
